              26.233490,44.991860
              26.233490,44.991860
              26.235720,44.992500
              26.235720,44.992500
              26.235720,44.992500
              26.235720,44.992500
              26.235060,44.993780
              26.235060,44.993780
              26.235060,44.993780
              26.235060,44.993780
              26.234850,44.994160
              26.234850,44.994160
              26.234850,44.994160
              26.234850,44.994160
              26.234610,44.994330
              26.234610,44.994330
              26.234610,44.994330
              26.234610,44.994330
              26.234500,44.994620
              26.234500,44.994620
              26.234420,44.995170
              26.234420,44.995170
              26.233970,44.996220
              26.233970,44.996220
              26.233970,44.996220
              26.233970,44.996220
              26.233540,44.997110
              26.233540,44.997110
              26.233540,44.997110
              26.233540,44.997110
              26.232650,44.998490
              26.232650,44.998490
              26.232650,44.998490
              26.232650,44.998490
              26.232510,44.998960
              26.232510,44.998960
              26.232510,44.998960
              26.232510,44.998960
              26.232670,45.000920
              26.232670,45.000920
              26.232690,45.001240
              26.232690,45.001240
              26.232690,45.001240
              26.232690,45.001240
              26.232610,45.001600
              26.232610,45.001600
              26.232610,45.001600
              26.232610,45.001600
              26.232520,45.002010
              26.232520,45.002010
              26.232520,45.002010
              26.232520,45.002010
              26.232450,45.002400
              26.232450,45.002400
              26.232450,45.002400
              26.232450,45.002400
              26.232550,45.002790
              26.232550,45.002790
              26.232700,45.003180
              26.232700,45.003180
              26.232700,45.003180
              26.232700,45.003180
              26.232720,45.003480
              26.232720,45.003480
              26.232720,45.003480
              26.232720,45.003480
              26.232660,45.004120
              26.232660,45.004120
              26.232660,45.004120
              26.232660,45.004120
              26.232640,45.004780
              26.232640,45.004780
              26.232640,45.004780
              26.232640,45.004780
              26.232660,45.005300
              26.232660,45.005300
              26.232810,45.005340
              26.232810,45.005340
              26.232810,45.005340
              26.232810,45.005340
              26.232980,45.005350
              26.232980,45.005350
              26.232980,45.005350
              26.232980,45.005350
              26.233870,45.005350
              26.233870,45.005350
              26.233870,45.005350
              26.233870,45.005350
              26.234560,45.005420
              26.234560,45.005420
              26.234560,45.005420
              26.234560,45.005420
              26.234960,45.005470
              26.234960,45.005470
              26.235310,45.005630
              26.235310,45.005630
              26.235680,45.005950
              26.235680,45.005950
              26.235680,45.005950
              26.235680,45.005950
              26.236020,45.006090
              26.236020,45.006090
              26.236020,45.006090
              26.236020,45.006090
              26.236190,45.006170
              26.236190,45.006170
              26.236350,45.006300
              26.236350,45.006300
              26.236350,45.006300
              26.236350,45.006300
              26.236520,45.006480
              26.236520,45.006480
              26.236520,45.006480
              26.236520,45.006480
              26.236700,45.006730
              26.236700,45.006730
              26.236650,45.006930
              26.236650,45.006930
              26.236650,45.006930
              26.236650,45.006930
              26.236520,45.007080
              26.236520,45.007080
              26.236520,45.007080
              26.236520,45.007080
              26.236320,45.007410
              26.236320,45.007410
              26.236320,45.007410
              26.236320,45.007410
              26.236220,45.007570
              26.236220,45.007570
              26.236220,45.007570
              26.236220,45.007570
              26.236230,45.007860
              26.236230,45.007860
              26.236330,45.008100
              26.236330,45.008100
              26.236330,45.008100
              26.236330,45.008100
              26.236460,45.008360
              26.236460,45.008360
              26.236460,45.008360
              26.236460,45.008360
              26.237010,45.008830
              26.237010,45.008830
              26.237010,45.008830
              26.237010,45.008830
              26.237440,45.009130
              26.237440,45.009130
              26.237440,45.009130
              26.237440,45.009130
              26.238020,45.009550
              26.238020,45.009550
              26.238330,45.009790
              26.238330,45.009790
              26.238330,45.009790
              26.238330,45.009790
              26.238660,45.010110
              26.238660,45.010110
              26.238660,45.010110
              26.238660,45.010110
              26.238740,45.010200
              26.238740,45.010200
              26.238910,45.010270
              26.238910,45.010270
              26.238910,45.010270
              26.238910,45.010270
              26.239120,45.010250
              26.239120,45.010250
              26.239120,45.010250
              26.239120,45.010250
              26.239850,45.010020
              26.239850,45.010020
              26.240310,45.010060
              26.240310,45.010060
              26.240310,45.010060
              26.240310,45.010060
              26.240480,45.010090
              26.240480,45.010090
              26.240480,45.010090
              26.240480,45.010090
              26.240660,45.010090
              26.240660,45.010090
              26.240660,45.010090
              26.240660,45.010090
              26.240900,45.009930
              26.240900,45.009930
              26.241340,45.009730
              26.241340,45.009730
              26.241820,45.009820
              26.241820,45.009820
              26.241990,45.009910
              26.241990,45.009910
              26.242640,45.010040
              26.242640,45.010040
              26.243040,45.010030
              26.243040,45.010030
              26.243410,45.009870
              26.243410,45.009870
              26.243780,45.009770
              26.243780,45.009770
              26.244250,45.009770
              26.244250,45.009770
              26.244770,45.009810
              26.244770,45.009810
              26.245280,45.009880
              26.245280,45.009880
              26.245660,45.009940
              26.245660,45.009940
              26.246020,45.010080
              26.246020,45.010080
              26.246390,45.010290
              26.246390,45.010290
              26.246520,45.010390
              26.246520,45.010390
              26.246640,45.010610
              26.246640,45.010610
              26.246800,45.010840
              26.246800,45.010840
              26.247240,45.011070
              26.247240,45.011070
              26.247690,45.011300
              26.247690,45.011300
              26.248060,45.011500
              26.248060,45.011500
              26.248490,45.011730
              26.248490,45.011730
              26.248890,45.012000
              26.248890,45.012000
              26.249200,45.012180
              26.249200,45.012180
              26.249560,45.012280
              26.249560,45.012280
              26.249990,45.012360
              26.249990,45.012360
              26.250470,45.012440
              26.250470,45.012440
              26.250720,45.012500
              26.250720,45.012500
              26.250810,45.012600
              26.250810,45.012600
              26.250990,45.013040
              26.250990,45.013040
              26.251260,45.013750
              26.251260,45.013750
              26.251620,45.014190
              26.251620,45.014190
              26.251930,45.014440
              26.251930,45.014440
              26.252250,45.014730
              26.252250,45.014730
              26.252480,45.015140
              26.252480,45.015140
              26.252680,45.015530
              26.252680,45.015530
              26.253060,45.015970
              26.253060,45.015970
              26.253550,45.016250
              26.253550,45.016250
              26.253990,45.016320
              26.253990,45.016320
              26.254480,45.016340
              26.254480,45.016340
              26.254800,45.016200
              26.254800,45.016200
              26.255000,45.016140
              26.255000,45.016140
              26.255210,45.016140
              26.255210,45.016140
              26.255420,45.016270
              26.255420,45.016270
              26.255650,45.016540
              26.255650,45.016540
              26.255830,45.016860
              26.255830,45.016860
              26.256030,45.017280
              26.256030,45.017280
              26.256090,45.017540
              26.256090,45.017540
              26.255960,45.017790
              26.255960,45.017790
              26.255660,45.018050
              26.255660,45.018050
              26.255620,45.018360
              26.255620,45.018360
              26.255650,45.018750
              26.255650,45.018750
              26.255740,45.019060
              26.255740,45.019060
              26.255990,45.019350
              26.255990,45.019350
              26.256300,45.019650
              26.256300,45.019650
              26.256540,45.019980
              26.256540,45.019980
              26.256510,45.020240
              26.256510,45.020240
              26.256380,45.020440
              26.256380,45.020440
              26.256150,45.020600
              26.256150,45.020600
              26.255910,45.020830
              26.255910,45.020830
              26.255760,45.021010
              26.255760,45.021010
              26.255810,45.021270
              26.255810,45.021270
              26.255950,45.021380
              26.255950,45.021380
              26.256260,45.021410
              26.256260,45.021410
              26.256800,45.021420
              26.256800,45.021420
              26.257350,45.021390
              26.257350,45.021390
              26.257770,45.021410
              26.257770,45.021410
              26.258270,45.021660
              26.258270,45.021660
              26.258860,45.022030
              26.258860,45.022030
              26.259220,45.022310
              26.259220,45.022310
              26.259650,45.022540
              26.259650,45.022540
              26.260180,45.022800
              26.260180,45.022800
              26.260600,45.023090
              26.260600,45.023090
              26.261190,45.023520
              26.261190,45.023520
              26.261430,45.023800
              26.261430,45.023800
              26.261780,45.023960
              26.261780,45.023960
              26.262310,45.023960
              26.262310,45.023960
              26.263130,45.023820
              26.263130,45.023820
              26.263790,45.023780
              26.263790,45.023780
              26.264130,45.023860
              26.264130,45.023860
              26.264330,45.024090
              26.264330,45.024090
              26.264500,45.024350
              26.264500,45.024350
              26.264750,45.024790
              26.264750,45.024790
              26.264930,45.024950
              26.264930,45.024950
              26.265440,45.024960
              26.265440,45.024960
              26.265990,45.024990
              26.265990,45.024990
              26.266680,45.024990
              26.266680,45.024990
