              24.357670,45.103250,249.00
              24.356260,45.103630,246.00
              24.353460,45.104330,251.00
              24.352490,45.104450,253.00
              24.349970,45.105130,251.00
              24.347050,45.105760,256.00
              24.346670,45.105830,255.00
              24.344750,45.105830,255.00
              24.343620,45.106120,259.00
              24.341340,45.107180,263.00
              24.340720,45.107360,271.00
              24.340750,45.107780,279.00
              24.340710,45.107860,281.00
              24.340440,45.108080,287.00
              24.340210,45.108450,295.00
              24.340180,45.108670,300.00
              24.340490,45.108930,303.00
              24.340820,45.109130,303.00
              24.341250,45.109050,303.00
              24.341380,45.108840,300.00
              24.341490,45.108580,296.00
              24.342110,45.108230,291.00
              24.342280,45.108250,293.00
              24.342370,45.108340,294.00
              24.342470,45.108500,296.00
              24.342630,45.108660,299.00
              24.343190,45.108900,303.00
              24.343550,45.109030,305.00
              24.344140,45.109490,309.00
              24.344250,45.109500,310.00
              24.344640,45.109880,314.00
              24.344670,45.109980,315.00
              24.344680,45.110370,322.00
              24.345700,45.111090,333.00
              24.346030,45.111270,334.00
              24.345630,45.111460,334.00
              24.344610,45.111210,335.00
              24.343950,45.111020,339.00
              24.343630,45.110580,340.00
              24.341690,45.110930,333.00
              24.341330,45.111140,334.00
              24.340600,45.111650,340.00
              24.340490,45.112380,348.00
              24.340310,45.112970,355.00
              24.340570,45.113470,361.00
              24.340900,45.113340,362.00
              24.341670,45.112870,366.00
              24.342100,45.112530,370.00
              24.342240,45.112600,371.00
              24.342430,45.112720,374.00
              24.342690,45.112970,379.00
              24.343170,45.113180,386.00
              24.343520,45.113110,391.00
              24.344610,45.113110,406.00
              24.344550,45.113320,413.00
              24.344490,45.113610,423.00
              24.344350,45.113910,434.00
              24.344020,45.114170,442.00
              24.344040,45.114340,446.00
              24.344360,45.114840,457.00
              24.344740,45.115370,467.00
              24.345240,45.115760,481.00
              24.345910,45.115890,496.00
              24.346420,45.116350,505.00
              24.346320,45.116500,508.00
              24.346040,45.117180,514.00
              24.346040,45.117550,517.00
              24.345990,45.118180,528.00
              24.345740,45.118850,538.00
              24.345490,45.119060,541.00
              24.344170,45.119530,523.00
              24.343700,45.120050,529.00
              24.343660,45.120210,531.00
              24.343350,45.120530,532.00
              24.343130,45.120680,530.00
              24.342880,45.121160,525.00
              24.342620,45.121560,522.00
              24.342510,45.121820,521.00
              24.342370,45.123370,495.00
              24.342010,45.124130,491.00
              24.341860,45.124300,491.00
              24.341740,45.124490,491.00
              24.341220,45.124650,495.00
              24.340900,45.124760,499.00
              24.340630,45.124830,502.00
              24.340040,45.125290,508.00
              24.339740,45.125610,511.00
              24.339590,45.125700,513.00
              24.339220,45.126020,519.00
              24.338920,45.125970,522.00
              24.337790,45.125930,522.00
              24.337440,45.125920,520.00
              24.336390,45.126240,517.00
              24.335600,45.126590,524.00
              24.335510,45.126650,525.00
              24.335370,45.127090,533.00
              24.335030,45.127310,539.00
              24.334760,45.127380,543.00
              24.334220,45.127740,544.00
              24.333340,45.128090,544.00
              24.332890,45.128230,550.00
              24.332460,45.128650,555.00
              24.332300,45.130120,550.00
              24.331970,45.130540,546.00
              24.331370,45.130820,540.00
              24.331250,45.131140,542.00
              24.331380,45.131990,547.00
              24.331340,45.132310,548.00
              24.331040,45.132720,549.00
              24.330430,45.133080,544.00
              24.330000,45.133510,544.00
              24.329950,45.133700,545.00
              24.330080,45.134010,547.00
              24.329880,45.134550,548.00
              24.329430,45.134900,547.00
              24.329170,45.134980,544.00
              24.329170,45.134970,544.00
              24.328990,45.135210,540.00
              24.328700,45.135540,536.00
              24.328530,45.135700,538.00
              24.328340,45.136050,542.00
              24.328200,45.136530,549.00
              24.328120,45.136900,555.00
              24.327860,45.137420,559.00
              24.327080,45.137910,554.00
              24.326940,45.137980,553.00
              24.326600,45.138180,552.00
              24.326110,45.138380,549.00
              24.325440,45.138550,549.00
              24.324850,45.138610,549.00
              24.324220,45.138780,550.00
              24.324100,45.138960,551.00
              24.323760,45.140030,562.00
              24.323500,45.140640,570.00
              24.323370,45.141120,576.00
              24.323360,45.141260,578.00
              24.323390,45.141400,579.00
              24.323470,45.141560,581.00
              24.323720,45.142190,588.00
              24.323770,45.142580,592.00
              24.324060,45.143150,583.00
